"","date","frequency","y","m","d","date2","dow"
"1382","28062010",9,2010,6,28,2010-06-28,"Monday"
"1383","28062011",46,2011,6,28,2011-06-28,"Tuesday"
"1384","28062012",63,2012,6,28,2012-06-28,"Thursday"
"1385","28062013",70,2013,6,28,2013-06-28,"Friday"
"1386","28072010",8,2010,7,28,2010-07-28,"Wednesday"
"1387","28072011",31,2011,7,28,2011-07-28,"Thursday"
"1388","28072012",68,2012,7,28,2012-07-28,"Saturday"
"1389","28072013",91,2013,7,28,2013-07-28,"Sunday"
"1390","28082010",7,2010,8,28,2010-08-28,"Saturday"
"1391","28082011",30,2011,8,28,2011-08-28,"Sunday"
"1392","28082012",77,2012,8,28,2012-08-28,"Tuesday"
"1393","28082013",81,2013,8,28,2013-08-28,"Wednesday"
"1394","28092010",6,2010,9,28,2010-09-28,"Tuesday"
"1395","28092011",42,2011,9,28,2011-09-28,"Wednesday"
"1396","28092012",65,2012,9,28,2012-09-28,"Friday"
"1397","28092013",66,2013,9,28,2013-09-28,"Saturday"
"1398","28102010",7,2010,10,28,2010-10-28,"Thursday"
"1399","28102011",36,2011,10,28,2011-10-28,"Friday"
"1400","28102012",32,2012,10,28,2012-10-28,"Sunday"
"1401","28102013",59,2013,10,28,2013-10-28,"Monday"
"1402","28112010",7,2010,11,28,2010-11-28,"Sunday"
"1403","28112011",23,2011,11,28,2011-11-28,"Monday"
"1404","28112012",59,2012,11,28,2012-11-28,"Wednesday"
"1405","28112013",26,2013,11,28,2013-11-28,"Thursday"
"1406","28122010",35,2010,12,28,2010-12-28,"Tuesday"
"1407","28122011",43,2011,12,28,2011-12-28,"Wednesday"
"1408","28122012",58,2012,12,28,2012-12-28,"Friday"
"1409","28122013",45,2013,12,28,2013-12-28,"Saturday"
"1410","29012011",32,2011,1,29,2011-01-29,"Saturday"
"1411","29012012",37,2012,1,29,2012-01-29,"Sunday"
"1412","29012013",75,2013,1,29,2013-01-29,"Tuesday"
"1413","29012014",47,2014,1,29,2014-01-29,"Wednesday"
"1414","29022012",51,2012,2,29,2012-02-29,"Wednesday"
"1415","29032010",2,2010,3,29,2010-03-29,"Monday"
"1416","29032011",29,2011,3,29,2011-03-29,"Tuesday"
"1417","29032012",65,2012,3,29,2012-03-29,"Thursday"
"1418","29032013",34,2013,3,29,2013-03-29,"Friday"
"1419","29032014",38,2014,3,29,2014-03-29,"Saturday"
"1420","29042010",5,2010,4,29,2010-04-29,"Thursday"
"1421","29042011",49,2011,4,29,2011-04-29,"Friday"
"1422","29042012",35,2012,4,29,2012-04-29,"Sunday"
"1423","29042013",121,2013,4,29,2013-04-29,"Monday"
"1424","29042014",8,2014,4,29,2014-04-29,"Tuesday"
"1425","29052010",1,2010,5,29,2010-05-29,"Saturday"
"1426","29052011",30,2011,5,29,2011-05-29,"Sunday"
"1427","29052012",70,2012,5,29,2012-05-29,"Tuesday"
"1428","29052013",96,2013,5,29,2013-05-29,"Wednesday"
"1429","29062010",8,2010,6,29,2010-06-29,"Tuesday"
"1430","29062011",30,2011,6,29,2011-06-29,"Wednesday"
"1431","29062012",71,2012,6,29,2012-06-29,"Friday"
"1432","29062013",87,2013,6,29,2013-06-29,"Saturday"
"1433","29072010",8,2010,7,29,2010-07-29,"Thursday"
"1434","29072011",58,2011,7,29,2011-07-29,"Friday"
"1435","29072012",65,2012,7,29,2012-07-29,"Sunday"
"1436","29072013",60,2013,7,29,2013-07-29,"Monday"
"1437","29082010",1,2010,8,29,2010-08-29,"Sunday"
"1438","29082011",44,2011,8,29,2011-08-29,"Monday"
"1439","29082012",81,2012,8,29,2012-08-29,"Wednesday"
"1440","29082013",82,2013,8,29,2013-08-29,"Thursday"
"1441","29092010",13,2010,9,29,2010-09-29,"Wednesday"
"1442","29092011",49,2011,9,29,2011-09-29,"Thursday"
"1443","29092012",52,2012,9,29,2012-09-29,"Saturday"
"1444","29092013",68,2013,9,29,2013-09-29,"Sunday"
"1445","29102010",6,2010,10,29,2010-10-29,"Friday"
"1446","29102011",42,2011,10,29,2011-10-29,"Saturday"
"1447","29102012",60,2012,10,29,2012-10-29,"Monday"
"1448","29102013",79,2013,10,29,2013-10-29,"Tuesday"
"1449","29112010",5,2010,11,29,2010-11-29,"Monday"
"1450","29112011",74,2011,11,29,2011-11-29,"Tuesday"
"1451","29112012",63,2012,11,29,2012-11-29,"Thursday"
"1452","29112013",54,2013,11,29,2013-11-29,"Friday"
"1453","29122009",2,2009,12,29,2009-12-29,"Tuesday"
"1454","29122010",26,2010,12,29,2010-12-29,"Wednesday"
"1455","29122011",55,2011,12,29,2011-12-29,"Thursday"
"1456","29122012",64,2012,12,29,2012-12-29,"Saturday"
"1457","29122013",26,2013,12,29,2013-12-29,"Sunday"
"1458","30012011",23,2011,1,30,2011-01-30,"Sunday"
"1459","30012012",55,2012,1,30,2012-01-30,"Monday"
"1460","30012013",43,2013,1,30,2013-01-30,"Wednesday"
"1461","30012014",40,2014,1,30,2014-01-30,"Thursday"
"1462","30032010",2,2010,3,30,2010-03-30,"Tuesday"
"1463","30032011",37,2011,3,30,2011-03-30,"Wednesday"
"1464","30032012",36,2012,3,30,2012-03-30,"Friday"
"1465","30032013",97,2013,3,30,2013-03-30,"Saturday"
"1466","30032014",44,2014,3,30,2014-03-30,"Sunday"
"1467","30042010",1,2010,4,30,2010-04-30,"Friday"
"1468","30042011",25,2011,4,30,2011-04-30,"Saturday"
"1469","30042012",44,2012,4,30,2012-04-30,"Monday"
"1470","30042013",84,2013,4,30,2013-04-30,"Tuesday"
"1471","30052011",52,2011,5,30,2011-05-30,"Monday"
"1472","30052012",54,2012,5,30,2012-05-30,"Wednesday"
"1473","30052013",56,2013,5,30,2013-05-30,"Thursday"
"1474","30062010",4,2010,6,30,2010-06-30,"Wednesday"
"1475","30062011",65,2011,6,30,2011-06-30,"Thursday"
"1476","30062012",78,2012,6,30,2012-06-30,"Saturday"
"1477","30062013",82,2013,6,30,2013-06-30,"Sunday"
"1478","30072010",5,2010,7,30,2010-07-30,"Friday"
"1479","30072011",53,2011,7,30,2011-07-30,"Saturday"
"1480","30072012",60,2012,7,30,2012-07-30,"Monday"
"1481","30072013",70,2013,7,30,2013-07-30,"Tuesday"
"1482","30082010",3,2010,8,30,2010-08-30,"Monday"
"1483","30082011",47,2011,8,30,2011-08-30,"Tuesday"
"1484","30082012",72,2012,8,30,2012-08-30,"Thursday"
"1485","30082013",72,2013,8,30,2013-08-30,"Friday"
"1486","30092009",3,2009,9,30,2009-09-30,"Wednesday"
"1487","30092010",12,2010,9,30,2010-09-30,"Thursday"
"1488","30092011",34,2011,9,30,2011-09-30,"Friday"
"1489","30092012",45,2012,9,30,2012-09-30,"Sunday"
"1490","30092013",57,2013,9,30,2013-09-30,"Monday"
"1491","30102010",1,2010,10,30,2010-10-30,"Saturday"
"1492","30102011",37,2011,10,30,2011-10-30,"Sunday"
"1493","30102012",66,2012,10,30,2012-10-30,"Tuesday"
"1494","30102013",73,2013,10,30,2013-10-30,"Wednesday"
"1495","30112010",10,2010,11,30,2010-11-30,"Tuesday"
"1496","30112011",61,2011,11,30,2011-11-30,"Wednesday"
"1497","30112012",37,2012,11,30,2012-11-30,"Friday"
"1498","30112013",45,2013,11,30,2013-11-30,"Saturday"
"1499","30122010",18,2010,12,30,2010-12-30,"Thursday"
"1500","30122011",23,2011,12,30,2011-12-30,"Friday"
"1501","30122012",73,2012,12,30,2012-12-30,"Sunday"
"1502","30122013",34,2013,12,30,2013-12-30,"Monday"
"1503","31012011",33,2011,1,31,2011-01-31,"Monday"
"1504","31012012",57,2012,1,31,2012-01-31,"Tuesday"
"1505","31012013",78,2013,1,31,2013-01-31,"Thursday"
"1506","31012014",42,2014,1,31,2014-01-31,"Friday"
"1507","31032011",39,2011,3,31,2011-03-31,"Thursday"
"1508","31032012",43,2012,3,31,2012-03-31,"Saturday"
"1509","31032013",71,2013,3,31,2013-03-31,"Sunday"
"1510","31032014",62,2014,3,31,2014-03-31,"Monday"
"1511","31052010",6,2010,5,31,2010-05-31,"Monday"
"1512","31052011",50,2011,5,31,2011-05-31,"Tuesday"
"1513","31052012",49,2012,5,31,2012-05-31,"Thursday"
"1514","31052013",63,2013,5,31,2013-05-31,"Friday"
"1515","31072010",6,2010,7,31,2010-07-31,"Saturday"
"1516","31072011",58,2011,7,31,2011-07-31,"Sunday"
"1517","31072012",87,2012,7,31,2012-07-31,"Tuesday"
"1518","31072013",65,2013,7,31,2013-07-31,"Wednesday"
"1519","31082010",9,2010,8,31,2010-08-31,"Tuesday"
"1520","31082011",63,2011,8,31,2011-08-31,"Wednesday"
"1521","31082012",66,2012,8,31,2012-08-31,"Friday"
"1522","31082013",69,2013,8,31,2013-08-31,"Saturday"
"1523","31102010",3,2010,10,31,2010-10-31,"Sunday"
"1524","31102011",47,2011,10,31,2011-10-31,"Monday"
"1525","31102012",52,2012,10,31,2012-10-31,"Wednesday"
"1526","31102013",57,2013,10,31,2013-10-31,"Thursday"
"1527","31122010",37,2010,12,31,2010-12-31,"Friday"
"1528","31122011",33,2011,12,31,2011-12-31,"Saturday"
"1529","31122012",44,2012,12,31,2012-12-31,"Monday"
"1530","31122013",33,2013,12,31,2013-12-31,"Tuesday"
